datestart             datestop              obsid power_cmd  si_mode  pcad_mode vid_board clocking fep_count ccd_count simpos simfa_pos hetg letg pitch  ra     dec    roll   q1    q2    q3    q4   trans_keys                                      
2008:052:15:41:30.184 2008:052:15:41:48.184 8078  WSVIDALLDN TE_002A3 NPNT      0         0        6         6         75624  -468      RETR RETR 147.91 187.07 11.77  88.56  -0.03 -0.70 -0.71 0.12 power_cmd,vid_board                             
2008:052:15:41:48.184 2008:052:15:43:18.184 8078  WSPOW1EC3F TE_002A3 NPNT      1         0        6         6         75624  -468      RETR RETR 147.91 187.07 11.77  88.56  -0.03 -0.70 -0.71 0.12 ccd_count,clocking,fep_count,power_cmd,vid_board
2008:052:15:43:18.184 2008:052:17:11:30.184 8078  XTZ0000005 TE_002A3 NPNT      1         1        6         6         75624  -468      RETR RETR 147.91 187.07 11.77  88.56  -0.03 -0.70 -0.71 0.12 clocking,power_cmd                              
2008:052:17:11:30.184 2008:052:17:11:40.435 8078  AA00000000 TE_002A3 NMAN      1         0        6         6         75624  -468      RETR RETR 147.91 187.07 11.77  88.56  -0.03 -0.70 -0.71 0.12 clocking,pcad_mode,power_cmd                    
2008:052:17:11:40.435 2008:052:17:14:30.184 8078  AA00000000 TE_002A3 NMAN      1         0        6         6         75624  -468      RETR RETR 146.40 187.07 11.77  88.56  -0.03 -0.70 -0.71 0.12 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:052:17:14:30.184 2008:052:17:18:08.347 8079  AA00000000 TE_002A3 NMAN      1         0        6         6         75624  -468      RETR RETR 146.40 187.07 11.77  88.56  -0.03 -0.70 -0.71 0.12 obsid                                           
2008:052:17:18:08.347 2008:052:17:22:28.095 8079  AA00000000 TE_002A3 NPNT      1         0        6         6         75624  -468      RETR RETR 144.83 190.25 11.16  87.25  -0.01 -0.69 -0.71 0.13 dec,pcad_mode,pitch,q1,q2,q3,q4,ra,roll         
2008:052:17:22:28.095 2008:052:17:22:46.095 8079  WSVIDALLDN TE_002A3 NPNT      0         0        6         6         75624  -468      RETR RETR 144.83 190.25 11.16  87.25  -0.01 -0.69 -0.71 0.13 power_cmd,vid_board                             
2008:052:17:22:46.095 2008:052:17:24:16.095 8079  WSPOW1EC3F TE_002A3 NPNT      1         0        6         6         75624  -468      RETR RETR 144.83 190.25 11.16  87.25  -0.01 -0.69 -0.71 0.13 ccd_count,clocking,fep_count,power_cmd,vid_board
2008:052:17:24:16.095 2008:052:18:52:28.095 8079  XTZ0000005 TE_002A3 NPNT      1         1        6         6         75624  -468      RETR RETR 144.83 190.25 11.16  87.25  -0.01 -0.69 -0.71 0.13 clocking,power_cmd                              
2008:052:18:52:28.095 2008:052:18:52:38.346 8079  AA00000000 TE_002A3 NMAN      1         0        6         6         75624  -468      RETR RETR 144.83 190.25 11.16  87.25  -0.01 -0.69 -0.71 0.13 clocking,pcad_mode,power_cmd                    
2008:052:18:52:38.346 2008:052:18:55:28.095 8079  AA00000000 TE_002A3 NMAN      1         0        6         6         75624  -468      RETR RETR 145.35 190.25 11.16  87.25  -0.01 -0.69 -0.71 0.13 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:052:18:55:28.095 2008:052:18:56:55.235 8085  AA00000000 TE_002A3 NMAN      1         0        6         6         75624  -468      RETR RETR 145.35 190.25 11.16  87.25  -0.01 -0.69 -0.71 0.13 obsid                                           
2008:052:18:56:55.235 2008:052:19:01:12.124 8085  AA00000000 TE_002A3 NMAN      1         0        6         6         75624  -468      RETR RETR 147.14 189.36 12.57  90.21  -0.02 -0.71 -0.69 0.13 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:052:19:01:12.124 2008:052:19:05:29.013 8085  AA00000000 TE_002A3 NMAN      1         0        6         6         75624  -468      RETR RETR 148.96 186.41 16.28  98.87  -0.05 -0.76 -0.64 0.14 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:052:19:05:29.013 2008:052:19:09:48.762 8085  AA00000000 TE_002A3 NPNT      1         0        6         6         75624  -468      RETR RETR 149.45 185.22 17.47  102.00 -0.06 -0.77 -0.62 0.15 dec,pcad_mode,pitch,q1,q2,q3,q4,ra,roll         
2008:052:19:09:48.762 2008:052:19:10:06.762 8085  WSVIDALLDN TE_002A3 NPNT      0         0        6         6         75624  -468      RETR RETR 149.45 185.22 17.47  102.00 -0.06 -0.77 -0.62 0.15 power_cmd,vid_board                             
2008:052:19:10:06.762 2008:052:19:11:36.762 8085  WSPOW1EC3F TE_002A3 NPNT      1         0        6         6         75624  -468      RETR RETR 149.45 185.22 17.47  102.00 -0.06 -0.77 -0.62 0.15 ccd_count,clocking,fep_count,power_cmd,vid_board
2008:052:19:11:36.762 2008:052:20:39:48.762 8085  XTZ0000005 TE_002A3 NPNT      1         1        6         6         75624  -468      RETR RETR 149.45 185.22 17.47  102.00 -0.06 -0.77 -0.62 0.15 clocking,power_cmd                              
2008:052:20:39:48.762 2008:052:20:39:59.013 8085  AA00000000 TE_002A3 NMAN      1         0        6         6         75624  -468      RETR RETR 149.45 185.22 17.47  102.00 -0.06 -0.77 -0.62 0.15 clocking,pcad_mode,power_cmd                    
2008:052:20:39:59.013 2008:052:20:42:48.762 8085  AA00000000 TE_002A3 NMAN      1         0        6         6         75624  -468      RETR RETR 147.66 185.22 17.47  102.00 -0.06 -0.77 -0.62 0.15 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:052:20:42:48.762 2008:052:20:42:52.762 9317  AA00000000 TE_002A3 NMAN      1         0        6         6         75624  -468      RETR RETR 147.66 185.22 17.47  102.00 -0.06 -0.77 -0.62 0.15 clocking,obsid,power_cmd                        
2008:052:20:42:52.762 2008:052:20:42:56.762 9317  AA00000000 TE_002A3 NMAN      1         0        6         6         75624  -468      RETR RETR 147.66 185.22 17.47  102.00 -0.06 -0.77 -0.62 0.15 clocking,power_cmd                              
2008:052:20:42:56.762 2008:052:20:43:20.762 9317  WSPOW00000 TE_002A3 NMAN      1         0        0         0         75624  -468      RETR RETR 147.66 185.22 17.47  102.00 -0.06 -0.77 -0.62 0.15 ccd_count,clocking,fep_count,power_cmd,vid_board
2008:052:20:43:20.762 2008:052:20:44:23.762 9317  WSPOW0EC3E TE_002A3 NMAN      1         0        5         5         75624  -468      RETR RETR 147.66 185.22 17.47  102.00 -0.06 -0.77 -0.62 0.15 ccd_count,clocking,fep_count,power_cmd,vid_board
2008:052:20:44:23.762 2008:052:20:44:27.762 9317  WSPOW0EC3E TE_0046E NMAN      1         0        5         5         75624  -468      RETR RETR 147.66 185.22 17.47  102.00 -0.06 -0.77 -0.62 0.15 si_mode                                         
2008:052:20:44:27.762 2008:052:20:44:48.645 9317  XTZ0000005 TE_0046E NMAN      1         1        5         5         75624  -468      RETR RETR 147.66 185.22 17.47  102.00 -0.06 -0.77 -0.62 0.15 clocking,power_cmd                              
2008:052:20:44:48.645 2008:052:20:49:38.277 9317  XTZ0000005 TE_0046E NMAN      1         1        5         5         75624  -468      RETR RETR 139.25 188.69 20.03  101.62 -0.05 -0.77 -0.61 0.18 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:052:20:49:38.277 2008:052:20:54:27.909 9317  XTZ0000005 TE_0046E NMAN      1         1        5         5         75624  -468      RETR RETR 122.80 201.42 28.63  98.91  -0.02 -0.75 -0.58 0.30 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:052:20:54:27.909 2008:052:20:59:17.541 9317  XTZ0000005 TE_0046E NMAN      1         1        5         5         75624  -468      RETR RETR 103.08 223.46 39.61  90.18  0.02  -0.71 -0.53 0.47 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:052:20:59:17.541 2008:052:21:04:07.173 9317  XTZ0000005 TE_0046E NMAN      1         1        5         5         75624  -468      RETR RETR 86.66  251.08 46.57  74.87  0.07  -0.64 -0.45 0.62 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:052:21:04:07.173 2008:052:21:08:56.805 9317  XTZ0000005 TE_0046E NMAN      1         1        5         5         75624  -468      RETR RETR 78.22  272.28 47.71  61.81  0.10  -0.58 -0.39 0.71 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:052:21:08:56.805 2008:052:23:26:36.555 9317  XTZ0000005 TE_0046E NPNT      1         1        5         5         75624  -468      RETR RETR 76.36  278.44 47.43  58.00  0.11  -0.56 -0.38 0.73 dec,pcad_mode,pitch,q1,q2,q3,q4,ra,roll         
2008:052:23:26:36.555 2008:052:23:26:46.806 9317  AA00000000 TE_0046E NMAN      1         0        5         5         75624  -468      RETR RETR 76.36  278.44 47.43  58.00  0.11  -0.56 -0.38 0.73 clocking,pcad_mode,power_cmd                    
2008:052:23:26:46.806 2008:052:23:29:36.555 9317  AA00000000 TE_0046E NMAN      1         0        5         5         75624  -468      RETR RETR 77.99  278.44 47.43  58.00  0.11  -0.56 -0.38 0.73 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:052:23:29:36.555 2008:052:23:31:34.230 9312  AA00000000 TE_0046E NMAN      1         0        5         5         75624  -468      RETR RETR 77.99  278.44 47.43  58.00  0.11  -0.56 -0.38 0.73 obsid                                           
2008:052:23:31:34.230 2008:052:23:36:21.654 9312  AA00000000 TE_0046E NMAN      1         0        5         5         75624  -468      RETR RETR 85.24  276.41 51.37  59.66  0.08  -0.58 -0.36 0.73 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:052:23:36:21.654 2008:052:23:41:09.078 9312  AA00000000 TE_0046E NMAN      1         0        5         5         75624  -468      RETR RETR 96.53  265.31 64.49  69.52  0.00  -0.65 -0.30 0.69 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:052:23:41:09.078 2008:052:23:45:56.502 9312  AA00000000 TE_0046E NMAN      1         0        5         5         75624  -468      RETR RETR 103.81 236.67 75.30  96.98  -0.07 -0.71 -0.24 0.65 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:052:23:45:56.502 2008:052:23:50:16.250 9312  AA00000000 TE_0046E NPNT      1         0        5         5         75624  -468      RETR RETR 105.44 220.89 77.11  112.42 -0.10 -0.73 -0.23 0.64 dec,pcad_mode,pitch,q1,q2,q3,q4,ra,roll         
2008:052:23:50:16.250 2008:052:23:50:34.250 9312  WSVIDALLDN TE_0046E NPNT      0         0        5         5         75624  -468      RETR RETR 105.44 220.89 77.11  112.42 -0.10 -0.73 -0.23 0.64 power_cmd,vid_board                             
2008:052:23:50:34.250 2008:052:23:51:37.250 9312  WSPOW0EC3E TE_0046E NPNT      1         0        5         5         75624  -468      RETR RETR 105.44 220.89 77.11  112.42 -0.10 -0.73 -0.23 0.64 ccd_count,clocking,fep_count,power_cmd,vid_board
2008:052:23:51:37.250 2008:052:23:52:08.250 9312  WSPOW0EC3E TE_0046F NPNT      1         0        5         5         75624  -468      RETR RETR 105.44 220.89 77.11  112.42 -0.10 -0.73 -0.23 0.64 si_mode                                         
2008:052:23:52:08.250 2008:053:02:03:36.250 9312  XTZ0000005 TE_0046F NPNT      1         1        5         5         75624  -468      RETR RETR 105.44 220.89 77.11  112.42 -0.10 -0.73 -0.23 0.64 clocking,power_cmd                              
2008:053:02:03:36.250 2008:053:02:03:46.501 9312  AA00000000 TE_0046F NMAN      1         0        5         5         92904  -468      RETR RETR 105.44 220.89 77.11  112.42 -0.10 -0.73 -0.23 0.64 clocking,pcad_mode,power_cmd,simpos             
2008:053:02:03:46.501 2008:053:02:05:31.518 9312  AA00000000 TE_0046F NMAN      1         0        5         5         92904  -468      RETR RETR 106.33 220.89 77.11  112.42 -0.10 -0.73 -0.23 0.64 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:053:02:05:31.518 2008:053:02:06:36.250 9312  AA00000000 TE_0046F NMAN      1         0        5         5         92904  -536      RETR RETR 106.33 220.89 77.11  112.42 -0.10 -0.73 -0.23 0.64 simfa_pos                                       
2008:053:02:06:36.250 2008:053:02:06:40.250 8919  AA00000000 TE_0046F NMAN      1         0        5         5         92904  -536      RETR RETR 106.33 220.89 77.11  112.42 -0.10 -0.73 -0.23 0.64 clocking,obsid,power_cmd                        
2008:053:02:06:40.250 2008:053:02:06:44.250 8919  AA00000000 TE_0046F NMAN      1         0        5         5         92904  -536      RETR RETR 106.33 220.89 77.11  112.42 -0.10 -0.73 -0.23 0.64 clocking,power_cmd                              
2008:053:02:06:44.250 2008:053:02:07:08.250 8919  WSPOW00000 TE_0046F NMAN      1         0        0         0         92904  -536      RETR RETR 106.33 220.89 77.11  112.42 -0.10 -0.73 -0.23 0.64 ccd_count,clocking,fep_count,power_cmd,vid_board
2008:053:02:07:08.250 2008:053:02:08:11.250 8919  WSPOW0CF3F TE_0046F NMAN      1         0        6         6         92904  -536      RETR RETR 106.33 220.89 77.11  112.42 -0.10 -0.73 -0.23 0.64 ccd_count,clocking,fep_count,power_cmd,vid_board
2008:053:02:08:11.250 2008:053:02:08:15.250 8919  WSPOW0CF3F TE_00714 NMAN      1         0        6         6         92904  -536      RETR RETR 106.33 220.89 77.11  112.42 -0.10 -0.73 -0.23 0.64 si_mode                                         
2008:053:02:08:15.250 2008:053:02:08:48.945 8919  XTZ0000005 TE_00714 NMAN      1         1        6         6         92904  -536      RETR RETR 106.33 220.89 77.11  112.42 -0.10 -0.73 -0.23 0.64 clocking,power_cmd                              
2008:053:02:08:48.945 2008:053:02:13:51.389 8919  XTZ0000005 TE_00714 NMAN      1         1        6         6         92904  -536      RETR RETR 110.61 204.20 79.39  131.03 -0.11 -0.74 -0.19 0.64 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:053:02:13:51.389 2008:053:02:18:53.833 8919  XTZ0000005 TE_00714 NMAN      1         1        6         6         92904  -536      RETR RETR 119.13 137.14 75.77  204.71 -0.16 -0.77 -0.06 0.62 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:053:02:18:53.833 2008:053:02:23:56.278 8919  XTZ0000005 TE_00714 NMAN      1         1        6         6         92904  -536      RETR RETR 129.35 115.89 57.62  235.64 -0.22 -0.78 0.12  0.58 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:053:02:23:56.278 2008:053:02:28:58.722 8919  XTZ0000005 TE_00714 NMAN      1         1        6         6         92904  -536      RETR RETR 137.50 114.10 37.92  248.11 -0.27 -0.76 0.30  0.51 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:053:02:28:58.722 2008:053:02:34:01.166 8919  XTZ0000005 TE_00714 NMAN      1         1        6         6         92904  -536      RETR RETR 141.34 115.86 24.03  255.04 -0.30 -0.72 0.42  0.46 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:053:02:34:01.166 2008:053:10:53:20.916 8919  XTZ0000005 TE_00714 NPNT      1         1        6         6         92904  -536      RETR RETR 142.09 116.67 20.03  257.00 -0.31 -0.71 0.45  0.44 dec,pcad_mode,pitch,q1,q2,q3,q4,ra,roll         
2008:053:10:53:20.916 2008:053:10:53:31.167 8919  AA00000000 TE_00714 NMAN      1         0        6         6         75624  -536      RETR RETR 142.09 116.67 20.03  257.00 -0.31 -0.71 0.45  0.44 clocking,pcad_mode,power_cmd,simpos             
2008:053:10:53:31.167 2008:053:10:55:16.184 8919  AA00000000 TE_00714 NMAN      1         0        6         6         75624  -536      RETR RETR 141.38 116.67 20.03  257.00 -0.31 -0.71 0.45  0.44 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:053:10:55:16.184 2008:053:10:56:20.916 8919  AA00000000 TE_00714 NMAN      1         0        6         6         75624  -418      RETR RETR 141.38 116.67 20.03  257.00 -0.31 -0.71 0.45  0.44 simfa_pos                                       
2008:053:10:56:20.916 2008:053:10:56:24.916 9152  AA00000000 TE_00714 NMAN      1         0        6         6         75624  -418      RETR RETR 141.38 116.67 20.03  257.00 -0.31 -0.71 0.45  0.44 clocking,obsid,power_cmd                        
2008:053:10:56:24.916 2008:053:10:56:28.916 9152  AA00000000 TE_00714 NMAN      1         0        6         6         75624  -418      RETR RETR 141.38 116.67 20.03  257.00 -0.31 -0.71 0.45  0.44 clocking,power_cmd                              
2008:053:10:56:28.916 2008:053:10:56:34.944 9152  WSPOW00000 TE_00714 NMAN      1         0        0         0         75624  -418      RETR RETR 141.38 116.67 20.03  257.00 -0.31 -0.71 0.45  0.44 ccd_count,clocking,fep_count,power_cmd,vid_board
2008:053:10:56:34.944 2008:053:10:56:52.916 9152  WSPOW00000 TE_00714 NMAN      1         0        0         0         75624  -468      RETR RETR 141.38 116.67 20.03  257.00 -0.31 -0.71 0.45  0.44 simfa_pos                                       
2008:053:10:56:52.916 2008:053:10:57:55.916 9152  WSPOW1EC3F TE_00714 NMAN      1         0        6         6         75624  -468      RETR RETR 141.38 116.67 20.03  257.00 -0.31 -0.71 0.45  0.44 ccd_count,clocking,fep_count,power_cmd,vid_board
2008:053:10:57:55.916 2008:053:10:57:59.916 9152  WSPOW1EC3F TE_004A4 NMAN      1         0        6         6         75624  -468      RETR RETR 141.38 116.67 20.03  257.00 -0.31 -0.71 0.45  0.44 si_mode                                         
2008:053:10:57:59.916 2008:053:10:58:35.790 9152  XTZ0000005 TE_004A4 NMAN      1         1        6         6         75624  -468      RETR RETR 141.38 116.67 20.03  257.00 -0.31 -0.71 0.45  0.44 clocking,power_cmd                              
2008:053:10:58:35.790 2008:053:11:03:40.414 9152  XTZ0000005 TE_004A4 NMAN      1         1        6         6         75624  -468      RETR RETR 139.50 116.65 23.65  253.96 -0.31 -0.73 0.42  0.45 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:053:11:03:40.414 2008:053:11:08:45.037 9152  XTZ0000005 TE_004A4 NMAN      1         1        6         6         75624  -468      RETR RETR 135.40 118.35 35.98  242.60 -0.28 -0.78 0.29  0.48 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:053:11:08:45.037 2008:053:11:13:49.661 9152  XTZ0000005 TE_004A4 NMAN      1         1        6         6         75624  -468      RETR RETR 130.13 127.88 52.01  221.11 -0.23 -0.82 0.10  0.51 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:053:11:13:49.661 2008:053:11:18:54.284 9152  XTZ0000005 TE_004A4 NMAN      1         1        6         6         75624  -468      RETR RETR 125.67 153.60 62.88  184.44 -0.17 -0.83 -0.09 0.51 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:053:11:18:54.284 2008:053:11:23:58.908 9152  XTZ0000005 TE_004A4 NMAN      1         1        6         6         75624  -468      RETR RETR 123.43 181.23 63.26  149.20 -0.13 -0.82 -0.22 0.51 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:053:11:23:58.908 2008:053:13:08:56.034 9152  XTZ0000005 TE_004A4 NPNT      1         1        6         6         75624  -468      RETR RETR 122.95 188.60 61.97  139.61 -0.12 -0.82 -0.26 0.50 dec,pcad_mode,pitch,q1,q2,q3,q4,ra,roll         
2008:053:13:08:56.034 2008:053:13:15:07.310 9152  AA00000000 TE_004A4 NMAN      1         0        6         6         -99616 -468      RETR RETR 122.95 188.60 61.97  139.61 -0.12 -0.82 -0.26 0.50 clocking,pcad_mode,power_cmd,simpos             
2008:053:13:15:07.310 2008:053:13:23:56.034 9152  AA00000000 TE_004A4 NPNT      1         0        6         6         -99616 -468      RETR RETR 122.95 188.60 61.97  139.61 -0.12 -0.82 -0.26 0.50 pcad_mode                                       
2008:053:13:23:56.034 2008:053:13:24:06.285 57952 AA00000000 TE_004A4 NMAN      1         0        6         6         -99616 -468      RETR RETR 122.95 188.60 61.97  139.61 -0.12 -0.82 -0.26 0.50 obsid,pcad_mode                                 
2008:053:13:24:06.285 2008:053:13:26:56.034 57952 AA00000000 TE_004A4 NMAN      1         0        6         6         -99616 -468      RETR RETR 124.63 188.60 61.97  139.61 -0.12 -0.82 -0.26 0.50 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:053:13:26:56.034 2008:053:13:27:00.034 57952 AA00000000 TE_004A4 NMAN      1         0        6         6         -99616 -468      RETR RETR 124.63 188.60 61.97  139.61 -0.12 -0.82 -0.26 0.50 clocking,power_cmd                              
2008:053:13:27:00.034 2008:053:13:27:04.034 57952 AA00000000 TE_004A4 NMAN      1         0        6         6         -99616 -468      RETR RETR 124.63 188.60 61.97  139.61 -0.12 -0.82 -0.26 0.50 clocking,power_cmd                              
2008:053:13:27:04.034 2008:053:13:27:28.034 57952 WSPOW00000 TE_004A4 NMAN      1         0        0         0         -99616 -468      RETR RETR 124.63 188.60 61.97  139.61 -0.12 -0.82 -0.26 0.50 ccd_count,clocking,fep_count,power_cmd,vid_board
2008:053:13:27:28.034 2008:053:13:28:31.034 57952 WSPOW0CF3F TE_004A4 NMAN      1         0        6         6         -99616 -468      RETR RETR 124.63 188.60 61.97  139.61 -0.12 -0.82 -0.26 0.50 ccd_count,clocking,fep_count,power_cmd,vid_board
2008:053:13:28:31.034 2008:053:13:28:35.034 57952 WSPOW0CF3F TE_00216 NMAN      1         0        6         6         -99616 -468      RETR RETR 124.63 188.60 61.97  139.61 -0.12 -0.82 -0.26 0.50 si_mode                                         
2008:053:13:28:35.034 2008:053:13:29:34.253 57952 XTZ0000005 TE_00216 NMAN      1         1        6         6         -99616 -468      RETR RETR 124.63 188.60 61.97  139.61 -0.12 -0.82 -0.26 0.50 clocking,power_cmd                              
2008:053:13:29:34.253 2008:053:13:35:02.220 57952 XTZ0000005 TE_00216 NMAN      1         1        6         6         -99616 -468      RETR RETR 132.17 179.52 60.92  150.92 -0.13 -0.83 -0.22 0.49 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:053:13:35:02.220 2008:053:13:40:30.188 57952 XTZ0000005 TE_00216 NMAN      1         1        6         6         -99616 -468      RETR RETR 143.95 156.83 52.24  181.34 -0.18 -0.88 -0.08 0.43 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:053:13:40:30.188 2008:053:13:45:58.156 57952 XTZ0000005 TE_00216 NMAN      1         1        6         6         -99616 -468      RETR RETR 151.56 145.81 39.22  200.65 -0.21 -0.90 0.06  0.37 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:053:13:45:58.156 2008:053:15:04:36.034 57952 XTZ0000005 TE_00216 NPNT      1         1        6         6         -99616 -468      RETR RETR 153.25 144.00 35.00  205.08 -0.23 -0.91 0.11  0.34 dec,pcad_mode,pitch,q1,q2,q3,q4,ra,roll         
2008:053:15:04:36.034 2008:053:15:07:36.034 57952 AA00000000 TE_00216 NPNT      1         0        6         6         -99616 -468      RETR RETR 153.25 144.00 35.00  205.08 -0.23 -0.91 0.11  0.34 clocking,power_cmd                              
2008:053:15:07:36.034 2008:053:15:07:45.034 57952 AA00000000 TE_00216 NPNT      1         0        6         6         -99616 -468      RETR RETR 153.25 144.00 35.00  205.08 -0.23 -0.91 0.11  0.34 clocking,power_cmd                              
2008:053:15:07:45.034 2008:053:16:37:11.492 57952 WSVIDALLDN TE_00216 NPNT      0         0        6         6         -99616 -468      RETR RETR 153.25 144.00 35.00  205.08 -0.23 -0.91 0.11  0.34 power_cmd,vid_board                             
2008:053:16:37:11.492 2008:053:16:37:21.743 57951 WSVIDALLDN TE_00216 NMAN      0         0        6         6         -99616 -468      RETR RETR 153.25 144.00 35.00  205.08 -0.23 -0.91 0.11  0.34 obsid,pcad_mode                                 
2008:053:16:37:21.743 2008:053:16:42:32.651 57951 WSVIDALLDN TE_00216 NMAN      0         0        6         6         -99616 -468      RETR RETR 153.00 144.00 35.00  205.08 -0.23 -0.91 0.11  0.34 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:053:16:42:32.651 2008:053:16:47:43.560 57951 WSVIDALLDN TE_00216 NMAN      0         0        6         6         -99616 -468      RETR RETR 152.18 141.23 34.15  210.96 -0.23 -0.90 0.15  0.35 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:053:16:47:43.560 2008:053:16:52:54.468 57951 WSVIDALLDN TE_00216 NMAN      0         0        6         6         -99616 -468      RETR RETR 150.62 133.03 29.63  230.10 -0.25 -0.85 0.28  0.38 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:053:16:52:54.468 2008:053:16:58:05.376 57951 WSVIDALLDN TE_00216 NMAN      0         0        6         6         -99616 -468      RETR RETR 149.09 125.70 20.39  253.56 -0.27 -0.75 0.46  0.40 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:053:16:58:05.376 2008:053:17:03:16.285 57951 WSVIDALLDN TE_00216 NMAN      0         0        6         6         -99616 -468      RETR RETR 148.31 123.27 12.42  269.04 -0.27 -0.66 0.58  0.40 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:053:17:03:16.285 2008:053:22:03:49.330 57951 WSVIDALLDN TE_00216 NPNT      0         0        6         6         -99616 -468      RETR RETR 148.14 123.00 10.00  273.41 -0.27 -0.63 0.61  0.40 dec,pcad_mode,pitch,q1,q2,q3,q4,ra,roll         
2008:053:22:03:49.330 2008:053:22:03:59.581 57950 WSVIDALLDN TE_00216 NMAN      0         0        6         6         -99616 -468      RETR RETR 148.14 123.00 10.00  273.41 -0.27 -0.63 0.61  0.40 obsid,pcad_mode                                 
2008:053:22:03:59.581 2008:053:22:08:54.747 57950 WSVIDALLDN TE_00216 NMAN      0         0        6         6         -99616 -468      RETR RETR 148.03 123.00 10.00  273.41 -0.27 -0.63 0.61  0.40 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:053:22:08:54.747 2008:053:22:13:49.913 57950 WSVIDALLDN TE_00216 NMAN      0         0        6         6         -99616 -468      RETR RETR 148.46 123.12 12.15  269.53 -0.27 -0.66 0.58  0.40 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:053:22:13:49.913 2008:053:22:18:45.078 57950 WSVIDALLDN TE_00216 NMAN      0         0        6         6         -99616 -468      RETR RETR 149.43 124.70 19.40  255.78 -0.27 -0.74 0.47  0.40 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:053:22:18:45.078 2008:053:22:23:40.244 57950 WSVIDALLDN TE_00216 NMAN      0         0        6         6         -99616 -468      RETR RETR 150.75 130.46 28.70  234.14 -0.26 -0.83 0.31  0.39 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:053:22:23:40.244 2008:053:22:28:35.410 57950 WSVIDALLDN TE_00216 NMAN      0         0        6         6         -99616 -468      RETR RETR 152.10 140.54 35.21  209.41 -0.24 -0.89 0.13  0.36 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:053:22:28:35.410 2008:053:22:33:30.576 57950 WSVIDALLDN TE_00216 NMAN      0         0        6         6         -99616 -468      RETR RETR 153.15 153.54 37.33  182.41 -0.21 -0.92 -0.05 0.32 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:053:22:33:30.576 2008:053:22:38:25.741 57950 WSVIDALLDN TE_00216 NMAN      0         0        6         6         -99616 -468      RETR RETR 153.62 162.58 35.86  163.69 -0.19 -0.92 -0.18 0.28 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:053:22:38:25.741 2008:054:01:42:45.492 57950 WSVIDALLDN TE_00216 NPNT      0         0        6         6         -99616 -468      RETR RETR 153.72 165.00 35.00  158.44 -0.18 -0.92 -0.22 0.27 dec,pcad_mode,pitch,q1,q2,q3,q4,ra,roll         
2008:054:01:42:45.492 2008:054:01:42:49.492 57950 AA00000000 TE_00216 NPNT      0         0        6         6         -99616 -468      RETR RETR 153.72 165.00 35.00  158.44 -0.18 -0.92 -0.22 0.27 clocking,power_cmd                              
2008:054:01:42:49.492 2008:054:01:42:53.492 57950 AA00000000 TE_00216 NPNT      0         0        6         6         -99616 -468      RETR RETR 153.72 165.00 35.00  158.44 -0.18 -0.92 -0.22 0.27 clocking,power_cmd                              
